,verb_noun,counts,Subject,Intent
960,"know,report,payment,issues",6,,
961,"view,status,reimbursement",6,refund,enquiry
962,"need,do,contact,information",6,,
963,"know,get,money",6,refund,enquiry
964,"need,do,call,information",6,,
965,"want,do,talk,information",6,,
966,",number",6,,
967,"know,switch,account",6,account,switch
968,"help,report,issue,payments",6,complaint,enquiry
969,"help,solve,issues,payments",6,,
970,"have,do,talk,question",6,,
971,"ask,check,agent,invoices",6,customer_support ,enquiry
972,"set,assistance,shipping,address",6,shipping address,set_up
973,"ask,file,agent,consumer,complaint",6,complaint,enquiry
974,"want,set,help,shipping,address",6,shipping address,set_up
975,"take,look,invoices",6,invoice,enquiry
976,"get,try,make,do,error,message,payment,order",6,,
977,"help,leave,review,service",6,feedback,enquiry
978,"recover,account,password",6,account,restoration
979,"have,help,register,account",6,account,set_up
980,"tell,register,user,account,email",6,,
981,"hacked,do,get,user,account",6,account,restoration
982,"tell,shipping,address,change",6,shipping address,set_up
983,"tell,user,account,deletion",6,,
984,"know,do,delete,account",6,,
985,"inform,making,issue,payment",6,,
986,"hacked,want,recover,account",6,account,restoration
987,"have,do,create,profile",6,,
988,"hacked,have,do,account",6,account,restoration
989,"ordered,change,item,order",6,,
990,"make,changes,information,profile",6,,
991,"have,paying,do,report,issue,order",6,,
992,"edit,information,profile",6,account,modification
993,"register,user,accounts,email,address",6,account,set_up
994,"purchased,change,purchase",6,purchase,modification
995,"purchased,change,item,purchase",6,,
996,"get,invoice,purchase",6,invoice,enquiry
997,"changed,do,cancel,mind,account",6,account,deletion
998,"ask,view,agent,reimbursement,policy",6,refund,enquiry
999,"delete,user,account",6,account,deletion
1000,"ask,cancel,agent,user,account",6,,
1001,"have,trying,make,report,issue,payment,card",6,,
1002,"forgot,retrieve,account,password",6,account,restoration
1003,"know,need,do,delete,account",6,,
1004,"know,contact,agent",6,customer_support ,enquiry
1005,"ordered,change,order",6,order,modification
1006,"forgot,reset,password",6,account,restoration
1007,"helping,do,contact,person",6,,
1008,"ask,recover,agent,password",6,account,restoration
1009,"cancelled,request,concert,reimbursement",6,refund,enquiry
1010,"tell,forgotten,passwords",6,account,restoration
1011,"lost,retrieve,password",6,account,restoration
1012,"want,recover,do,password",6,account,restoration
1013,"hacked,do,get,profile",6,account,restoration
1014,"know,have,do,delete,account",6,,
1015,"got,attempted,pay,charged,inform,error,message,card",6,complaint,enquiry
1016,"report,paying,issues",6,,
1017,"stole,reset,account,password",6,account,restoration
1018,"help,speak,agent",6,,
1019,"cancelled,get,show,reimbursement",6,refund,enquiry
1020,"got,attempted,pay,charged,inform,error",6,,
1021,"tell,create,profile,email",6,,
1022,"tell,user,account,deletions",6,,
1023,"stole,recover,account,password",6,account,restoration
1024,"remember,recover,account,password",6,account,restoration
1025,"retrieve,account,password",6,account,restoration
1026,"find,invoice,month",6,invoice,enquiry
1027,"know,edit,information",6,account,modification
1028,"want,request,reimbursement",6,refund,enquiry
1029,"ask,download,agent,invoice",6,invoice,enquiry
1030,"got,have,do,account",6,,
1031,"changed,do,remove,mind,account",6,,
1032,"obtain,bills",6,invoice,enquiry
1033,"want,close,user,account",6,,
1034,"file,discontent,service,complaint",6,,
1035,"ask,lodge,agent,consumer,complaint",6,complaint,enquiry
1036,"update,information,profile",6,,
1037,"submit,discontent,service,complaint",6,,
1038,"tell,own,accounts",6,,
1039,"lodge,service,complaint",6,,
1040,"know,check,cancellation,fees",6,cancellation_fee,enquiry
1041,"need,opening,help,account",6,,
1042,"create,user,accounts,email",6,account,set_up
1043,"got,do,profile",6,,
1044,"register,profiles,email,address",6,,
1045,"tell,register,user,account,email,address",6,,
1046,"make,service,complaint",6,,
1047,"register,account,email",6,account,set_up
1048,"get,bills",6,invoice,enquiry
1049,"know,check,cancellation,fee",6,cancellation_fee,enquiry
1050,"tell,get,invoices",6,invoice,enquiry
1051,"make,service,consumer,complaint",6,complaint,enquiry
1052,"ask,obtain,agent,invoices",6,invoice,enquiry
1053,"create,account,email,address",6,account,set_up
1054,"lodge,discontent,service,complaint",6,,
1055,"file,service,consumer,complaint",6,complaint,enquiry
1056,"want,know,register,profiles,email",6,,
1057,"got,do,create,profile",6,,
1058,"submit,service,consumer,complaint",6,complaint,enquiry
1059,"ask,make,agent,consumer,complaint,service",6,complaint,enquiry
1060,"view,options,delivery",6,,
1061,"help,submit,feedback",6,feedback,enquiry
1062,"want,cancel,user,account",6,,
1063,"cancel,user,account",6,,
1064,"changed,cancel,mind,profile",6,,
1065,"got,tried,make,charged,inform,error,message,payment",6,complaint,enquiry
1066,"get,invoices,month",6,invoice,enquiry
1067,"know,register,",6,,
1068,"want,remove,user,account",6,account,deletion
1069,"know,report,registration,issues",6,,
1070,"want,know,get,bill",6,invoice,enquiry
1071,"ask,check,agent,ticket,delivery,options",6,delivery,enquiry
1072,"lodge,service,review",6,feedback,enquiry
1073,"want,do,remove,account",6,account,deletion
1074,"ask,close,agent,profile",6,,
1075,"file,service,review",6,feedback,enquiry
1076,"have,want,open,account",6,,
1077,"got,need,registering,account,help",6,account,set_up
1078,"changed,remove,mind,user,account",6,,
1079,"tell,get,bills",6,invoice,enquiry
1080,"want,remove,do,account",6,,
1081,"know,report,registration,issue",6,,
1082,"ask,close,agent,user,account",6,,
1083,"have,user,account",6,,
1084,"submit,service,opinion",6,,
1085,"show,cancellation,fee",6,cancellation_fee,enquiry
1086,"want,cancel,profile",6,,
1087,"know,edit,account",6,,
1088,"receive,check,invoice",6,invoice,enquiry
1089,"helping,do,talk,agent",6,,
1090,"got,help,open,account",6,,
1091,"got,tried,pay,charged,inform,error,message",6,complaint,enquiry
1092,"ask,solve,agent,payment,problems",6,payment methods,enquiry
1093,"want,use,switch,profile",6,,
1094,"ask,view,agent,cancellation,penalty",6,cancellation_fee,enquiry
1095,"make,service,review",6,feedback,enquiry
1096,"want,know,register,profiles,email,address",6,,
1097,"helping,do,speak,",6,,
1098,"need,request,reimbursement",6,refund,enquiry
1099,"postponed,get,event,reimbursement",6,refund,enquiry
1100,"want,know,see,bill",6,invoice,enquiry
1101,"know,do,buy,item",6,purchase,enquiry
1102,"cancelled,get,event,refund",6,refund,enquiry
1103,"know,get,refund,money",6,refund,enquiry
1104,"tell,download,bills",6,invoice,enquiry
1105,"know,get,refunds,money",6,refund,enquiry
1106,"ask,get,agent,bill",6,invoice,enquiry
1107,"cancelled,request,game,refund",6,refund,enquiry
1108,"hacked,do,recover,profile",6,account,restoration
1109,"postponed,obtain,event,refund",6,refund,enquiry
1110,"know,get,refunds",6,refund,enquiry
1111,"cancelled,request,concert,refund",6,refund,enquiry
1112,"have,trying,make,notify,issue,payment,card",6,complaint,enquiry
1113,"tell,forgotten,password",6,account,restoration
1114,"cancelled,obtain,game,reimbursement",6,refund,enquiry
1115,"got,need,opening,account,help",6,account,set_up
1116,"solve,paying,problem",6,,
1117,"postponed,request,concert,reimbursement",6,refund,enquiry
1118,"have,have,do,account",6,,
1119,"postponed,obtain,concert,reimbursement",6,refund,enquiry
1120,"want,know,create,account,email,address",6,account,set_up
1121,"have,paying,report,issue,card",6,,
1122,"cancelled,get,event,reimbursement",6,refund,enquiry
1123,"need,request,refund",6,refund,enquiry
1124,"tell,download,invoices",6,invoice,enquiry
1125,"ask,track,agent,shipment",6,order,enquiry
1126,"request,bills",6,invoice,enquiry
1127,"postponed,request,show,refund",6,refund,enquiry
1128,"want,request,tell,do,bills",6,invoice,enquiry
1129,"need,get,reimbursement",6,refund,enquiry
1130,"make,service,comment",6,,
1131,"want,track,tell,do,order",6,,
1132,"want,know,create,user,accounts,email",6,account,set_up
1133,"know,make,purchase",6,,
1134,"ask,see,agent,cancellation,penalties",6,cancellation_fee,enquiry
1135,"got,tried,pay,charged,inform,error,card",6,,
1136,"ask,switch,agent,profile",6,,
1137,"want,see,tell,do,bills",6,invoice,enquiry
1138,"want,know,register,user,accounts,email,address",6,account,set_up
1139,"pay,",6,,
1140,"file,service,comment",6,,
1141,"stole,recover,password",6,account,restoration
1142,"helping,do,contact,agent",6,customer_support ,enquiry
1143,"bought,modify,purchase",6,,
1144,"have,trying,pay,notify,problem",6,complaint,enquiry
1145,"need,deleting,help,account",6,,
1146,"have,need,creating,account,help",6,account,set_up
1147,"know,edit,information,account",6,account,modification
1148,"tell,password,recovery",6,account,restoration
1149,"reset,password",6,account,restoration
1150,"ask,write,agent,opinion",6,,
1151,"know,recover,password",6,account,restoration
1152,"have,trying,pay,do,inform,issue,order",6,,
1153,"ask,write,agent,comment,service",6,,
1154,"ask,check,agent,cancellation,penalty",6,cancellation_fee,enquiry
1155,"have,paying,notify,issue",6,complaint,enquiry
1156,"know,get,refund",6,refund,enquiry
1157,"have,making,inform,issue,payment",6,,
1158,"helping,do,contact,",6,,
1159,"lost,reset,account,password",6,account,restoration
1160,"need,creating,help,account",5,,
1161,"solve,paying,problems",5,payment methods,enquiry
1162,"want,request,tell,do,invoices",5,invoice,enquiry
1163,"want,know,track,delivery",5,,
1164,"tell,request,invoices",5,invoice,enquiry
1165,"ask,'s,receive,agent,newsletter",5,,
1166,"file,discontent,service,consumer,complaint",5,complaint,enquiry
1167,"find,check,invoice",5,invoice,enquiry
1168,"ask,lodge,agent,complaint",5,,
1169,"got,tried,pay,charged,notify,error",5,complaint,enquiry
1170,"want,know,track,package",5,order,enquiry
1171,"ask,see,agent,delivery,options",5,delivery,enquiry
1172,"tell,check,deliveries",5,,
1173,"want,know,track,orders",5,order,enquiry
1174,"ask,check,agent,status,order",5,,
1175,"want,know,request,invoice",5,invoice,enquiry
1176,"understand,do,contact,person",5,,
1177,"receive,see,invoices",5,invoice,enquiry
1178,"ask,receive,agent,newsletter",5,,
1179,"see,delivery,options",5,delivery,enquiry
1180,"want,obtain,tell,do,invoices",5,invoice,enquiry
1181,"want,know,check,packages",5,delivery,enquiry
1182,"m,make,service,consumer,complaint",5,complaint,enquiry
1183,"file,service,complaint",5,,
1184,"ask,write,agent,review",5,feedback,enquiry
1185,"helping,do,speak,human",5,customer_support ,enquiry
1186,"lodge,discontent,service,consumer,complaint",5,complaint,enquiry
1187,"tell,email,address,contact",5,,
1188,"understand,do,speak,human",5,customer_support ,enquiry
1189,"like,lodge,service,consumer,complaint",5,complaint,enquiry
1190,"want,know,track,shipments",5,order,enquiry
1191,"like,submit,service,complaint",5,,
1192,"make,service,opinion",5,,
1193,"want,know,obtain,invoices",5,invoice,enquiry
1194,"tell,pay,",5,,
1195,"like,file,service,complaint",5,,
1196,"lodge,service,consumer,complaint",5,complaint,enquiry
1197,"tell,obtain,bills",5,invoice,enquiry
1198,"want,know,obtain,bills",5,invoice,enquiry
1199,"ask,lodge,agent,consumer,complaint,service",5,complaint,enquiry
1200,"get,attempt,pay,do,error,order",5,payment methods,enquiry
1201,"ask,download,agent,bill",5,invoice,enquiry
1202,"help,creating,account",5,,
1203,"wanna,download,tell,do,invoice",5,invoice,enquiry
1204,"want,know,check,orders",5,order,enquiry
1205,"want,get,tell,do,bills",5,invoice,enquiry
1206,"want,view,do,ticket,delivery,options",5,delivery,enquiry
1207,"receive,check,bills",5,invoice,enquiry
1208,"lost,check,bills",5,invoice,enquiry
1209,"m,submit,service,consumer,complaint",5,complaint,enquiry
1210,"want,know,see,bills",5,invoice,enquiry
1211,"got,tried,pay,charged,report,error",5,,
1212,"lost,view,bill",5,invoice,enquiry
1213,"ask,check,agent,payment,options",5,payment methods,enquiry
1214,"want,know,receive,newsletter",5,,
1215,"help,speak,",5,,
1216,"made,modify,mistake,purchase",5,,
1217,"helping,want,contact,",5,,
1218,"know,check,options,delivery",5,,
1219,"want,know,track,order",5,order,enquiry
1220,"need,get,refund",5,refund,enquiry
1221,"lost,see,bill",5,invoice,enquiry
1222,"want,see,contact,phone,number",5,customer_support ,enquiry
1223,"bought,modify,item,order",5,,
1224,"want,know,subscribe,newsletter",5,newletter,subscription
1225,"ordered,modify,order",5,order,modification
1226,"give,information,user,account,deletions",5,,
1227,"made,change,mistake,purchase",5,,
1228,"ask,track,agent,purchase",5,,
1229,"purchased,do,modify,item,purchase",5,,
1230,"help,check,takes,delivery",5,delivery,enquiry
1231,"send,invoice",5,invoice,enquiry
1232,"want,know,modify,order",5,order,modification
1233,"want,know,check,delivery",5,,
1234,"give,information,user,account,deletion",5,,
1235,"helping,help,contact,",5,,
1236,"understand,do,contact,human",5,,
1237,"understand,do,speak,person",5,customer_support ,enquiry
1238,"want,know,check,package",5,delivery,enquiry
1239,"purchased,modify,item,order",5,,
1240,"view,status,purchase",5,purchase,enquiry
1241,"understand,do,contact,",5,,
1242,"find,information,user,account,deletions",5,,
1243,"help,check,expect,delivery",5,,
1244,"purchased,modify,product,purchase",5,,
1245,"helping,want,speak,agent",5,,
1246,"ordered,change,product,purchase",5,,
1247,"bought,modify,product,purchase",5,,
1248,"purchased,change,item,order",5,,
1249,"help,check,delivery,options",5,delivery,enquiry
1250,"want,know,track,shipment",5,order,enquiry
1251,"ask,know,agent,package",5,,
1252,"find,information,delivery,options",5,delivery,enquiry
1253,"want,know,get,bills",5,invoice,enquiry
1254,"want,know,obtain,invoice",5,invoice,enquiry
1255,"ask,send,agent,email,client,service",5,,
1256,"tell,delivery,options",5,delivery,enquiry
1257,"ask,get,agent,bills",5,invoice,enquiry
1258,"contact,person",5,,
1259,"help,getting,invoice",5,invoice,enquiry
1260,"help,check,choose,delivery,options",5,delivery,enquiry
1261,"give,information,delivery,options",5,delivery,enquiry
1262,"make,payment",5,,
1263,"ask,see,agent,payment,methods",5,payment methods,enquiry
1264,"want,know,download,bills",5,invoice,enquiry
1265,"ask,view,agent,payment,methods",5,payment methods,enquiry
1266,"want,know,mail,address",5,customer_support ,enquiry
1267,"want,know,track,packages",5,order,enquiry
1268,"ask,check,agent,options,delivery",5,,
1269,"want,know,request,bills",5,invoice,enquiry
1270,"receive,see,invoice",5,invoice,enquiry
1271,"want,get,invoices",5,invoice,enquiry
1272,"help,subscribing,company,newsletter",5,,
1273,"ask,cancel,agent,order",5,,
1274,"purchased,modify,item,purchase",5,,
1275,"helping,do,speak,agent",5,,
1276,"ask,place,agent,order",5,,
1277,"show,information,email,address",5,,
1278,"want,know,check,shipments",5,order,enquiry
1279,"help,check,expect,item",5,,
1280,"get,invoice,purchases",5,invoice,enquiry
1281,"understand,do,talk,human",5,customer_support ,enquiry
1282,"show,delivery,options",5,delivery,enquiry
1283,"ask,talk,agent,customer,service",5,,
1284,"want,see,email",5,,
1285,"bought,change,product,purchase",5,,
1286,"want,know,track,deliveries",5,,
1287,"receive,view,bills",5,invoice,enquiry
1288,"tell,options,delivery",5,,
1289,"send,invoices",5,invoice,enquiry
1290,"have,making,report,issue,payment",5,,
1291,"tell,is,contact,number",5,customer_support ,enquiry
1292,"register,account,email,address",5,account,set_up
1293,"got,do,user,account",5,,
1294,"help,leave,review,company",5,feedback,enquiry
1295,"ask,view,agent,money,policy",5,refund,enquiry
1296,"got,attempted,pay,charged,inform,error,card",5,,
1297,"ask,check,agent,money,policy",5,refund,enquiry
1298,"got,have,do,register,account",5,,
1299,"need,have,do,create,account",5,account,set_up
1300,"have,do,profile",5,,
1301,"know,submit,feedback,service",5,feedback,enquiry
1302,"want,reset,do,password",5,account,restoration
1303,"get,attempt,pay,do,error,message,order",5,,
1304,"want,do,open,account",5,,
1305,"want,know,phone,number",5,,
1306,"ask,view,agent,cancellation,fee",5,cancellation_fee,enquiry
1307,"know,leave,review,service",5,feedback,enquiry
1308,"pops,try,make,do,error,message,payment,order",5,,
1309,"want,account",5,,
1310,"tell,register,profile,email,address",5,,
1311,"show,payment,methods",5,payment methods,enquiry
1312,"register,user,accounts,email",5,account,set_up
1313,"tell,accept,payment,methods",5,payment methods,enquiry
1314,"got,help,register,account",5,account,set_up
1315,"have,paying,inform,problem",5,,
1316,"got,attempted,make,charged,notify,error,message,payment,card",5,complaint,enquiry
1317,"know,leave,review",5,feedback,enquiry
1318,"help,submit,feedback,company",5,feedback,enquiry
1319,"create,profile",5,,
1320,"find,information,mail,address",5,,
1321,"cancelled,obtain,show,refund",5,refund,enquiry
1322,"help,solve,issue,payments",5,,
1323,"cancelled,request,event,reimbursement",5,refund,enquiry
1324,"want,request,refund",5,refund,enquiry
1325,"want,obtain,reimbursement",5,refund,enquiry
1326,"postponed,do,concert",5,,
1327,"want,know,create,profile,email,address",5,,
1328,"have,paying,notify,issue,card",5,complaint,enquiry
1329,"postponed,obtain,concert,refund",5,refund,enquiry
1330,"want,create,do,account",5,,
1331,"cancelled,obtain,game,refund",5,refund,enquiry
1332,"show,money,policy",5,refund,enquiry
1333,"got,attempted,make,charged,report,error,message,payment,card",5,complaint,enquiry
1334,"help,check,ask,cases,refunds",5,refund,enquiry
1335,"postponed,get,show,refund",5,refund,enquiry
1336,"tell,create,user,account,email",5,,
1337,"want,know,register,account,email",5,account,set_up
1338,"need,obtain,refund",5,refund,enquiry
1339,"help,submit,feedback,services",5,feedback,enquiry
1340,"postponed,request,show,reimbursement",5,refund,enquiry
1341,"need,do,speak,information",5,,
1342,"want,open,do,account",5,,
1343,"pops,attempt,make,do,error,payment,order",5,,
1344,"give,information,mail,address",5,,
1345,"ask,solve,making,agent,problems,payment",5,,
1346,"got,help,account",5,,
1347,"need,do,talk,information",5,,
1348,"check,invoice,purchase",5,invoice,enquiry
1349,"hacked,help,recover,account",5,account,restoration
1350,"find,information,password,recovery",5,account,restoration
1351,"changed,close,mind,user,account",5,,
1352,"got,tried,make,charged,inform,error,payment",5,,
1353,"find,forgotten,information,passwords",5,account,restoration
1354,"changed,delete,mind,profile",5,,
1355,"ask,solve,paying,agent,issues",5,,
1356,"update,profile",5,,
1357,"solve,making,problem,payment",5,,
1358,"got,tried,make,charged,notify,error,message,payment",5,complaint,enquiry
1359,"hacked,need,help,recovering,account",5,account,restoration
1360,"got,attempted,pay,charged,report,error,message,card",5,complaint,enquiry
1361,"give,information,password,recovery",5,account,restoration
1362,"help,finding,invoice",5,invoice,enquiry
1363,"get,try,pay,do,error,message,order",5,,
1364,"ask,edit,agent,profile",5,,
1365,"retrieve,password",5,account,restoration
1366,"find,forgotten,information,password",5,account,restoration
1367,"know,check,invoices",5,invoice,enquiry
1368,"give,forgotten,information,password",5,account,restoration
1369,"pops,attempt,pay,do,error,message,order",5,,
1370,"check,invoices,months",5,invoice,enquiry
1371,"hacked,have,do,recover,account",5,account,restoration
1372,"find,invoice",5,invoice,enquiry
1373,"changed,need,deleting,mind,help,account",5,,
1374,"give,forgotten,information,passwords",5,account,restoration
1375,"want,know,register,account,email,address",5,account,set_up
1376,"have,paying,do,notify,issue,order",5,complaint,enquiry
1377,"want,use,do,switch,account",5,account,switch
1378,"have,have,do,open,account",5,,
1379,"got,do,create,user,account",5,,
1380,"have,have,do,create,account",5,account,set_up
1381,"ask,change,agent,user,account",5,,
1382,"pops,attempt,pay,do,error,order",5,payment methods,enquiry
1383,"check,allowed,payment,methods",5,payment methods,enquiry
1384,"got,account",5,,
1385,"have,paying,help,issue,order",5,,
1386,"help,buying,items",5,,
1387,"help,make,purchase",5,,
1388,"got,do,open,user,account",5,,
1389,"ask,cancel,agent,profile",5,,
1390,"know,buy,",5,,
1391,"have,making,notify,issue,payment,card",5,complaint,enquiry
1392,"show,cancellation,fees",5,cancellation_fee,enquiry
1393,"want,delete,do,account",5,,
1394,"ask,report,paying,agent,fucking,problems",5,complaint,enquiry
1395,"hacked,do,user,account",5,account,restoration
1396,"ask,notify,agent,problems,payment",5,complaint,enquiry
1397,"hacked,have,do,get,account",5,account,restoration
1398,"got,tried,pay,charged,inform,error,message,card",5,complaint,enquiry
1399,"have,trying,pay,do,inform,problem,order",5,,
1400,"changed,do,delete,mind,account",5,,
1401,"cancelled,request,show,refund",5,refund,enquiry
1402,"got,tried,pay,charged,report,error,card",5,,
1403,"need,canceling,made,help,order",5,,
1404,"have,have,do,register,account",5,,
1405,"want,get,do,reimbursement",5,refund,enquiry
1406,"need,set,help,shipping,address",5,shipping address,set_up
1407,"have,trying,make,report,problem,payment,card",5,,
1408,"need,setting,assistance,shipping,address",5,shipping address,set_up
1409,"pops,attempt,make,do,error,message,payment,order",5,,
1410,"got,attempted,pay,charged,notify,error,message",5,complaint,enquiry
1411,"want,check,help,status,refund",5,refund,enquiry
1412,"have,setting,issue,shipping,address",5,shipping address,set_up
1413,"want,set,assistance,shipping,address",5,shipping address,set_up
1414,"want,setting,help,shipping,address",5,shipping address,set_up
1415,"want,know,track,status,reimbursement",5,refund,enquiry
1416,"know,check,order",5,,
1417,"ask,inform,paying,agent,problems",5,complaint,enquiry
1418,"help,report,issues,payments",5,complaint,enquiry
1419,"solve,payment,problem",5,,
1420,"help,checking,status,refund",5,refund,enquiry
1421,"need,tracking,help,order",5,,
1422,"have,trying,pay,inform,problem,card",5,complaint,enquiry
1423,"want,know,number",5,,
1424,"postponed,get,game,reimbursement",5,refund,enquiry
1425,"know,report,issues,payment",5,complaint,enquiry
1426,"have,do,speak,question",5,,
1427,"want,know,create,profiles,email,address",5,account,set_up
1428,"have,profile",5,,
1429,"help,change,order",5,order,modification
1430,"give,information,mail",5,,
1431,"solve,problems,payment",5,,
1432,",",5,,
1433,"help,check,is,refund",5,refund,enquiry
1434,"have,trying,pay,do,report,problem,order",5,,
1435,"need,canceling,made,assistance,order",5,,
1436,"show,status,order",5,,
1437,"ask,report,agent,payment,problem",5,complaint,enquiry
1438,"change,items,order",5,,
1439,"help,changing,order",5,,
1440,"show,hours",5,,
1441,"find,information,email,address",5,,
1442,"got,set,shipping,address",5,shipping address,set_up
1443,"help,switching,account",5,,
1444,"have,trying,make,inform,issue,payment,card",5,,
1445,"trying,set,shipping,address",5,shipping address,set_up
1446,"have,making,inform,problem,payment,card",5,complaint,enquiry
1447,"show,bills",4,,
1448,"want,do,close,account",4,,
1449,"help,checking,cancellation,fee",4,cancellation_fee,enquiry
1450,"changed,do,close,mind,account",4,,
1451,"help,registering,",4,,
1452,"need,track,help,order",4,,
1453,"regarding,help,registration",4,,
1454,"ask,is,subscribe,agent,newsletter",4,,
1455,"ask,check,agent,delivery,options",4,delivery,enquiry
1456,"ask,view,agent,delivery,options",4,delivery,enquiry
1457,"help,reporting,registration,issues",4,,
1458,"have,track,order",4,order,enquiry
1459,"lost,do,view,bills",4,invoice,enquiry
1460,"want,track,order",4,order,enquiry
1461,"show,order",4,,
1462,"find,do,check,invoice",4,invoice,enquiry
1463,"cancelled,do,obtain,concert,reimbursement",4,refund,enquiry
1464,"help,checking,status,order",4,,
1465,"help,registration",4,,
1466,"want,open,help,account",4,,
1467,"like,track,order",4,order,enquiry
1468,"m,lodge,service,consumer,complaint",4,complaint,enquiry
1469,"help,checking,delivery,options",4,delivery,enquiry
1470,"ask,download,agent,bills",4,invoice,enquiry
1471,"want,get,tell,do,invoices",4,invoice,enquiry
1472,",delivery,options",4,delivery,enquiry
1473,"want,creating,help,account",4,,
1474,"tell,have,account",4,account,set_up
1475,"make,discontent,service,complaint",4,,
1476,"want,know,create,profile,email",4,,
1477,"got,help,create,account",4,account,set_up
1478,"wanna,see,tell,do,invoice",4,invoice,enquiry
1479,"want,pay,made,order",4,,
1480,"get,attempt,make,do,error,payment,card",4,,
1481,"ask,make,agent,complaint",4,,
1482,"want,know,expect,arrive,tickets",4,,
1483,"lost,show,invoice",4,invoice,enquiry
1484,"know,open,user,account",4,,
1485,"want,know,have,account",4,account,set_up
1486,"tell,expect,arrive,ticket",4,,
1487,"want,tracking,help,order",4,,
1488,"changed,need,removing,mind,help,account",4,,
1489,"want,notify,making,do,issue,payment",4,complaint,enquiry
1490,"want,check,do,options,delivery",4,,
1491,"help,reporting,registration,issue",4,,
1492,"want,do,cancel,account",4,,
1493,"changed,need,closing,mind,help,account",4,,
1494,"need,tracking,assistance,order",4,,
1495,"got,tried,make,charged,notify,error,payment,card",4,complaint,enquiry
1496,"cancelling,assistance,order",4,,
1497,"want,close,do,account",4,,
1498,"want,need,deleting,account,help",4,account,deletion
1499,"want,cancel,do,account",4,,
1500,"want,do,delete,account",4,,
1501,"have,need,setting,shipping,address,help",4,shipping address,set_up
1502,"have,paying,want,inform,problem,order",4,,
1503,"bought,have,do,modify,order",4,order,modification
1504,"have,trying,pay,do,notify,problem,order",4,complaint,enquiry
1505,"bought,change,item,order",4,,
1506,"have,cancelling,made,problems,order",4,,
1507,"bought,modify,product,order",4,,
1508,"get,attempt,make,do,error,payment,order",4,,
1509,"understand,help,speak,agent",4,,
1510,"purchased,modify,product,order",4,,
1511,"helping,wanna,talk,human",4,customer_support ,enquiry
1512,"remember,reset,password",4,account,restoration
1513,"hacked,need,getting,user,account,help",4,account,restoration
1514,"know,get,invoices,months",4,invoice,enquiry
1515,"check,invoice,month",4,invoice,enquiry
1516,"need,talking,help",4,,
1517,"want,retrieve,do,password",4,account,restoration
1518,"need,seeing,help,invoice",4,invoice,enquiry
1519,"know,get,invoices",4,invoice,enquiry
1520,"helping,need,contacting,help,human",4,,
1521,"ask,inform,fucking,agent,problems,payment",4,complaint,enquiry
1522,"understand,want,contact,person",4,,
1523,"need,canceling,help,order",4,,
1524,"bought,change,purchase",4,purchase,modification
1525,"find,show,invoices",4,invoice,enquiry
1526,"reset,account,password",4,account,restoration
1527,"made,ask,change,mistake,agent,order",4,,
1528,"understand,need,talking,help,person",4,,
1529,"ordered,do,modify,purchase",4,,
1530,"purchased,modify,order",4,order,modification
1531,"change,information,profile",4,,
1532,"modify,profile",4,,
1533,"trying,track,order",4,order,enquiry
1534,"want,delete,do,profile",4,,
1535,"changed,want,cancel,mind,account",4,account,deletion
1536,"help,get,invoices,month",4,invoice,enquiry
1537,"ask,see,agent,options,ticket,delivery",4,,
1538,"have,do,track,order",4,order,enquiry
1539,"show,have,options,delivery",4,,
1540,"cancel,purchase",4,,
1541,"tell,create,profile,email,address",4,,
1542,"help,get,invoices,purchase",4,invoice,enquiry
1543,"want,help,close,account",4,,
1544,"bought,modify,order",4,order,modification
1545,"receive,see,bill",4,invoice,enquiry
1546,"ordered,modify,product,purchase",4,,
1547,"ordered,modify,item,order",4,,
1548,"make,changes,profile",4,,
1549,"wanna,change,tell,do,purchase",4,,
1550,"help,get,invoice,purchase",4,invoice,enquiry
1551,"got,tried,make,charged,do,inform,error,payment",4,,
1552,"need,information,mail,address",4,,
1553,"ask,edit,agent,information,profile",4,,
1554,"ordered,do,change,product,purchase",4,,
1555,"receive,view,bill",4,invoice,enquiry
1556,"bought,change,product,order",4,order,modification
1557,"purchased,change,order",4,order,modification
1558,"tracking,assistance,order",4,,
1559,"want,check,delivery,options",4,delivery,enquiry
1560,"ask,edit,agent,shipping,address",4,shipping address,set_up
1561,"get,invoice,month",4,invoice,enquiry
1562,"like,make,service,consumer,complaint",4,complaint,enquiry
1563,"submit,service,complaint",4,,
1564,"got,attempted,pay,charged,notify,error,message,card",4,complaint,enquiry
1565,"get,information,user,account,deletions",4,,
1566,"want,know,changing,shipping,address",4,shipping address,set_up
1567,"want,make,do,opinion",4,,
1568,"changed,shipping,address",4,shipping address,set_up
1569,"put,address,mistake",4,,
1570,"help,check,arrive,item",4,order,enquiry
1571,"postponed,obtain,event,reimbursement",4,refund,enquiry
1572,"find,information,user,account,deletion",4,,
1573,"cancelled,get,concert,reimbursement",4,refund,enquiry
1574,"need,create,profile",4,,
1575,"postponed,get,concert,reimbursement",4,refund,enquiry
1576,"tell,create,user,account,email,address",4,,
1577,"need,do,request,refund",4,refund,enquiry
1578,"cancelled,do,obtain,show,reimbursement",4,refund,enquiry
1579,"got,need,creating,profile,help",4,,
1580,"find,see,bill",4,invoice,enquiry
1581,"need,help,account",4,,
1582,"postponed,do,request,concert,reimbursement",4,refund,enquiry
1583,"help,submit,feedback,service",4,feedback,enquiry
1584,"create,profiles,email,address",4,account,set_up
